"ID","MassDiff","Compound_Name","superclass","class","MElaS_0v3v24","MElaS_0v12v24","organ","parasite_species","infected_parasites","Type"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",21.03436687,0,"Proximal_Colon","CL","1000","early_elastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",23.30754459,0,"Heart_A","JR","1000","early_elastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,1.025609418,"Duodenum","JR","1000","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,13.42232323,"Jejunum","JR","1000","late_elastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,9.83201313,"Heart_A","CL","1000","late_elastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",13.48597499,0,"Proximal_Colon","JR","100","early_elastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0.631149474,0.037921778,"Duodenum","JR","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,0.50824225,"Esophagus","CL","1000","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0.049786873,11.28582227,"Heart_D","JR","1000","late_elastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0.633408621,1.626365927,"Heart_D","CL","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0.358282526,0.28445336,"Esophagus","CL","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,1.378570659,"Heart_A","JR","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",9.794452348,0.012306342,"Upper_Stomach","JR","100","early_elastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",4.096832293,1.418729713,"Heart_A","CL","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,0,"Heart_D","JR","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",1.485036024,1.869824028,"Heart_C","JR","1000","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0.163731093,1.583490673,"Heart_C","CL","1000","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,0.873441533,"Esophagus","JR","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0.050860119,0.249542212,"Duodenum","CL","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,0,"Jejunum","CL","1000","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,0,"Esophagus","JR","1000","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,0.15431066,"Duodenum","CL","1000","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0.492153783,0,"Heart_C","CL","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",13.51337085,5.15073396,"Jejunum","CL","100","early_elastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",6.024405324,1.005062924,"Upper_Stomach","JR","1000","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,10.37456985,"Heart_D","CL","1000","late_elastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",3.957954023,3.525276461,"Jejunum","JR","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0.473212374,0.016878438,"Heart_C","JR","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,0.16461758,"Upper_Stomach","CL","100","inelastic"
"X531.4071_3.95_49",0.00109863,"Spectral Match to Didodecyl 3,3'-thiodipropionate oxide from NIST14","N/A","N/A",0,0.133020797,"Upper_Stomach","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0.064624523,"Heart_D","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.107774775,0.499396668,"Duodenum","JR","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.11286683,0.075118382,"Esophagus","JR","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",1.275286091,0.328865422,"Upper_Stomach","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0,"Heart_C","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0,"Upper_Stomach","CL","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.12869167,0.487636451,"Duodenum","CL","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",12.63258694,0,"Heart_A","CL","1000","early_elastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0,"Heart_D","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.125568999,0.395971349,"Esophagus","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.120656822,0,"Cecum","CL","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",6.765930638,0,"Heart_A","JR","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.177835447,0.250230872,"Distal_Colon","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.006303901,0.232023009,"Cecum","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.629934218,0.196891618,"Proximal_Colon","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.330510372,0.671001962,"Heart_D","CL","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0.51036571,"Heart_C","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.086399282,0.164225038,"Jejunum","CL","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0.00285467,"Heart_D","JR","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.126976759,0,"Esophagus","CL","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",11.69482017,8.247805447,"Heart_C","CL","100","early_late_elastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0.500836818,"Heart_C","JR","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.232408562,0.195179213,"Proximal_Colon","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",4.25e-05,0.163715236,"Ileum","JR","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.203000503,1.778737397,"Duodenum","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0,"Cecum","JR","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0,"Proximal_Colon","JR","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",1.103882489,0.047459291,"Upper_Stomach","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.778624016,0.892157565,"Jejunum","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",6.081501106,0,"Heart_A","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.226696844,0,"Heart_B","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0,"Heart_B","JR","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.00609791,0.052604755,"Cecum","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.017119984,0.208651909,"Proximal_Colon","CL","100","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.101652707,2.911944424,"Duodenum","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.67238781,0.981052692,"Jejunum","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.06632435,0.902709794,"Ileum","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",10.56653943,0,"Heart_A","CL","100","early_elastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0.355356628,"Ileum","JR","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0.000361045,0.155506609,"Distal_Colon","CL","1000","inelastic"
"X226.1798_2.74_84",1.8912,"MUCIC ACID","Organic oxygen compounds","Organooxygen compounds",0,0.226717444,"Heart_B","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.350590738,0.357035294,"Heart_D","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0,"Upper_Stomach","JR","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.481809195,0.68221141,"Heart_D","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0,"Jejunum","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.24874162,0.432540884,"Esophagus","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",3.143663829,0.02659816,"Upper_Stomach","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.246808479,0.063134228,"Esophagus","JR","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.125658947,0,"Esophagus","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.155361538,0,"Ileum","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0.3529756,"Duodenum","JR","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.230603757,0.048036866,"Duodenum","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.044253563,0,"Cecum","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.114307683,0.610986298,"Heart_C","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.21705952,0.006093117,"Jejunum","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.421992715,0.319218707,"Heart_A","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0.22957405,"Heart_B","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.00765097,0,"Jejunum","JR","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0.011789497,"Cecum","JR","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.015143076,0,"Heart_A","JR","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.172507419,0.938728563,"Duodenum","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.362716197,0.00654577,"Ileum","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0.185228313,"Heart_B","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.010456035,0,"Distal_Colon","JR","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.092411757,0.564411446,"Proximal_Colon","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.031021468,0.146051806,"Distal_Colon","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.076165611,0.485260062,"Proximal_Colon","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0.310190792,"Heart_B","JR","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.111813979,0.09602063,"Ileum","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0.187650941,"Cecum","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",1.315806415,0.002859826,"Upper_Stomach","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0.487609843,"Upper_Stomach","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.489993169,0.243193249,"Esophagus","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",1.385442395,0.040078919,"Cecum","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.583173612,2.596136093,"Duodenum","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.15320967,0.996526702,"Heart_D","JR","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.099393625,0.632720672,"Heart_C","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.326058492,0.346794524,"Heart_B","CL","1000","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0,0,"Jejunum","CL","100","inelastic"
"X338.3414_3.64_118",41.0264,"Phytpl, (E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol","Lipids and lipid-like molecules","Prenol lipids",0.220538767,0.149783471,"Ileum","JR","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.218064206,1.822907784,"Duodenum","CL","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.198881348,3.606472101,"Duodenum","JR","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0,"Heart_C","JR","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.368005541,0.463453226,"Esophagus","JR","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.03460018,0,"Upper_Stomach","CL","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.240707109,0.604244266,"Ileum","CL","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,6.9672154,"Heart_C","CL","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.403538719,0,"Proximal_Colon","JR","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.012505793,0.326581028,"Distal_Colon","CL","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.139919978,0.491912124,"Duodenum","JR","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.051027398,0.221512904,"Ileum","JR","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,5.159584228,"Proximal_Colon","JR","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.265654078,0.262730971,"Duodenum","CL","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.044269977,0.156733825,"Jejunum","CL","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0.09782457,"Cecum","CL","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",1.410313142,0.020954838,"Upper_Stomach","CL","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0.000110263,"Heart_D","JR","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.608180821,1.021276859,"Jejunum","JR","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.035346135,0,"Heart_B","JR","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.075587417,0.067428049,"Esophagus","JR","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0,"Cecum","JR","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0.231126904,"Heart_B","CL","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.093843997,0.268417518,"Distal_Colon","JR","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0,"Heart_D","CL","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.156420709,0,"Cecum","CL","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,10.48193897,"Heart_D","JR","1000","late_elastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0,"Heart_C","JR","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,7.086631307,"Proximal_Colon","CL","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0.381580198,"Ileum","JR","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.135034269,0,"Heart_B","CL","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0,"Proximal_Colon","CL","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0,0.660035535,"Heart_C","CL","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",1.09524095,1.485905918,"Heart_D","CL","100","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",1.550975281,0.238352215,"Upper_Stomach","JR","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.242012287,0.31252393,"Cecum","JR","1000","inelastic"
"X244.1903_2.74_139",0.984695,"Brassylic acid - 40.0 eV","Lipids and lipid-like molecules","Fatty Acyls",0.797597377,1.022433058,"Jejunum","CL","1000","inelastic"
"X313.2733_3.34_146",56.0623,"Spectral Match to Monolaurin from NIST14","Lipids and lipid-like molecules","Glycerolipids",1.161105331,0.708246415,"Cecum","CL","100","inelastic"
"X313.2733_3.34_146",56.0623,"Spectral Match to Monolaurin from NIST14","Lipids and lipid-like molecules","Glycerolipids",0.511835336,7.563876761,"Heart_B","JR","100","inelastic"
"X313.2733_3.34_146",56.0623,"Spectral Match to Monolaurin from NIST14","Lipids and lipid-like molecules","Glycerolipids",0.622465534,0.056576752,"Distal_Colon","JR","1000","inelastic"
"X313.2733_3.34_146",56.0623,"Spectral Match to Monolaurin from NIST14","Lipids and lipid-like molecules","Glycerolipids",0.250513583,0.043365836,"Esophagus","JR","1000","inelastic"
"X313.2733_3.34_146",56.0623,"Spectral Match to Monolaurin from NIST14","Lipids and lipid-like molecules","Glycerolipids",0.177590141,0.092904981,"Jejunum","CL","1000","inelastic"
